CLIENTNUM,idstatus,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
779041983,1,2,2,4439000,81,0
779046408,1,2,4,1238000,30,0.76499998569488525
779051808,1,2,2,4145000,75,0.52899998426437378
779055033,2,2,2,8104000,64,0.29300001263618469
779058108,1,1,2,1468000,23,0.71899998188018799
779065458,1,1,3,4212000,72,0
779067408,1,3,1,14280000,102,0.14499999582767487
779070033,1,4,2,3974000,56,0
779072733,1,2,2,4979000,77,0
779078733,1,4,3,1579000,36,0.10199999809265137
779082633,1,2,3,14596000,104,0.23800000548362732
779084208,2,2,2,2326000,31,0.36899998784065247
779090883,1,3,1,3478000,64,0.5220000147819519
779098308,1,3,2,7592000,96,0.16699999570846558
779100408,1,2,0,2629000,61,0.7630000114440918
779104608,2,1,3,2819000,48,0
779114283,1,1,2,4528000,65,0.51700001955032349
779116158,1,2,1,4331000,85,0.15199999511241913
779118708,1,3,1,4598000,78,0
779122908,1,1,2,4511000,82,0.45100000500679016
779126658,1,1,2,2312000,61,0
779130108,2,2,6,2527000,49,0
779134458,2,1,3,8130000,74,0.31799998879432678
779135808,1,1,4,4318000,81,0.28400000929832458
779138883,1,3,4,1673000,44,0
779140533,1,6,4,15195000,121,8.5000000894069672E-2
779141658,1,3,2,4989000,78,0.42599999904632568
779149683,1,1,2,2585000,75,0.24300000071525574
779155158,1,2,2,1259000,33,0.43000000715255737
779158533,1,3,3,4774000,74,0.59799998998641968
779164608,1,2,3,4224000,77,0.50599998235702515
779166783,1,1,2,3968000,81,0.64999997615814209
779170008,1,1,2,4596000,78,0
779174133,1,1,5,1540000,30,0.14499999582767487
779183958,2,3,4,2469000,38,0
779187783,1,3,1,8436000,77,7.4000000953674316E-2
779192283,1,1,2,4156000,77,0.38999998569488525
779198133,1,3,2,3530000,61,0.20900000631809235
779209083,1,2,4,1468000,32,0.76499998569488525
779210283,1,2,4,4142000,74,0.69099998474121094
779216358,2,2,3,773000,17,0
779217333,1,2,3,3922000,75,0.67400002479553223
779218233,1,3,3,4115000,75,0
779219208,1,1,3,4811000,86,0
779223858,1,2,4,2675000,47,0
779224758,1,3,2,3828000,86,0.68500000238418579
779236083,1,1,3,2420000,50,0
779241783,1,3,2,1512000,38,0.53899997472763062
779247483,2,2,6,2754000,55,0
779249583,1,3,3,1378000,29,0.95499998331069946
779252283,1,3,0,5201000,82,0.88899999856948853
779257233,1,3,2,7432000,90,6.8000003695487976E-2
779261433,1,1,2,3553000,61,0.78200000524520874
779263533,1,2,1,7564000,76,5.4000001400709152E-2
779269158,2,2,4,2237000,39,0
779270883,1,3,3,3982000,77,0
779279883,2,3,2,1628000,42,0
779281233,1,3,3,4353000,80,0.70499998331069946
779284833,1,3,1,3591000,63,8.1000000238418579E-2
779289033,1,1,5,3328000,61,8.2000002264976501E-2
779293308,1,3,3,8305000,103,7.9999998211860657E-2
779296908,1,3,3,5098000,66,0.40000000596046448
779299233,1,2,2,3563000,73,0.10499999672174454
779302233,2,2,3,2502000,45,0
779305008,1,2,2,4949000,76,0.7369999885559082
779307558,1,3,3,4806000,81,0
779310033,2,2,3,1788000,36,0
779315508,2,2,2,4638000,48,0.21799999475479126
779320008,2,3,3,2180000,31,0.86799997091293335
779320983,1,3,2,1638000,49,5.9000000357627869E-2
779324358,1,1,3,4013000,79,0.67299997806549072
779327733,1,3,3,3861000,81,0.5690000057220459
779330208,1,2,3,1807000,45,0.67699998617172241
779331558,1,3,3,2598000,59,0
779333883,2,3,3,8078000,62,0
779338683,1,2,2,1904000,49,6.4999997615814209E-2
779340183,1,2,4,4295000,72,0.36899998784065247
779342958,1,3,3,3625000,85,0.53200000524520874
779348358,2,3,4,3004000,46,0
779349783,1,2,2,13119000,104,5.7000000029802322E-2
779351208,1,1,4,1902000,56,0
779353083,1,2,2,1330000,32,4.3000001460313797E-2
779360808,1,3,3,4937000,75,0.69599997997283936
779363283,1,3,2,4376000,86,6.3000001013278961E-2
779367858,1,3,3,3014000,58,0.30500000715255737
779380908,2,3,4,1709000,37,3.9000000804662704E-2
779397183,1,1,1,4068000,61,0
779400183,1,3,4,2484000,55,0.85799998044967651
779401233,1,1,0,5216000,78,0
779403558,1,1,1,4611000,73,0
779404383,1,2,3,4427000,76,9.7999997437000275E-2
779405133,1,3,1,4387000,79,0.10899999737739563
779412783,1,3,3,4301000,79,0.82899999618530273
779420583,1,1,3,4662000,70,0.68500000238418579
779422458,1,2,3,16339000,120,0.34099999070167542
779425608,1,1,4,3752000,75,0.16599999368190765
779435883,1,2,2,7899000,79,0
779438208,1,3,3,4606000,75,0.60600000619888306
779442783,1,2,1,4445000,89,0.47600001096725464
779445108,1,1,2,2781000,54,0.49099999666213989
779447358,1,3,4,4486000,93,0.73000001907348633
779449308,1,3,4,3253000,72,0
779450958,1,3,2,4739000,88,0.64300000667572021
779456508,1,1,1,7477000,91,0
779458383,1,2,3,4248000,73,0.8059999942779541
779462433,1,3,1,2218000,50,0.39500001072883606
779465358,1,3,3,2243000,38,0.48100000619888306
779468808,1,3,3,4961000,78,0
779471883,2,3,1,705000,19,0.56199997663497925
779473308,1,3,3,2411000,67,0
779474958,1,1,1,2144000,58,0.61699998378753662
779480658,1,3,4,1754000,44,0.15600000321865082
779484408,1,1,2,2874000,58,6.5999999642372131E-2
779486433,1,2,3,4209000,76,0.89499998092651367
779491908,1,2,1,4272000,59,0.16099999845027924
779498058,1,3,3,2006000,34,0.3880000114440918
779499933,1,1,1,4300000,94,3.5999998450279236E-2
779502333,2,3,2,1480000,37,0
779504058,1,1,1,1209000,25,0.38100001215934753
779506158,1,1,2,2516000,42,0.70200002193450928
779508333,1,2,2,3677000,55,6.1999998986721039E-2
779509983,1,1,2,1022000,21,2.7000000700354576E-2
779514558,1,1,1,13730000,96,0.22800000011920929
779519058,1,1,2,1929000,40,4.6000000089406967E-2
779521533,1,3,3,1978000,33,0.32800000905990601
779523258,1,2,1,4610000,78,0.31999999284744263
779524833,1,3,3,3640000,59,0.43999999761581421
779528658,1,3,3,2133000,41,0.36100000143051147
779530908,2,2,4,1897000,58,0
779533983,1,1,3,4412000,90,0.13699999451637268
779536233,1,1,1,4669000,83,0.41800001263618469
779542608,1,3,2,1739000,39,3.9000000804662704E-2
779544708,1,5,3,3931000,77,1.8999999389052391E-2
779548008,1,2,3,7745000,83,0
779551533,1,3,3,4857000,92,0
779557533,1,3,3,1566000,50,9.2000000178813934E-2
779558733,1,1,2,1559000,39,5.6000001728534698E-2
779562633,1,2,1,1387000,18,0.38999998569488525
779571708,2,2,3,7993000,71,0
779577108,1,3,2,4052000,65,0
779597133,1,3,2,4317000,81,0.67000001668930054
779598183,1,1,2,3428000,54,7.4000000953674316E-2
779601783,1,1,2,4364000,88,0.20100000500679016
779608083,1,2,2,3681000,62,0.31999999284744263
779610033,2,3,3,918000,14,0.14800000190734863
779611008,1,3,4,1885000,55,0
779612808,1,2,4,1263000,35,0.93199998140335083
779613933,1,3,1,5045000,86,0.75999999046325684
779618433,1,3,2,4428000,82,0.18600000441074371
779625858,1,1,3,5032000,89,0.82200002670288086
779635533,1,1,3,5125000,71,0.43799999356269836
779638983,1,3,3,4592000,83,0.74099999666213989
779642733,1,1,1,4823000,77,0.79600000381469727
779643858,1,5,2,4100000,82,0.50999999046325684
779645658,1,1,4,3607000,59,0.20600000023841858
779647608,1,2,2,4199000,92,0
779651058,1,2,2,4797000,65,0.73000001907348633
779653458,1,3,3,2323000,47,0.25099998712539673
779655183,1,1,3,4054000,82,0
779656908,1,3,2,1479000,29,0.19699999690055847
779658408,1,3,3,4242000,65,0.53100001811981201
779661033,1,2,3,3503000,66,4.3000001460313797E-2
779662308,1,1,3,3808000,80,0.49399998784065247
779667408,1,2,1,4235000,73,0.5130000114440918
779670783,1,2,2,4700000,71,0
779681433,2,3,4,1519000,26,0
779683683,1,3,2,2344000,34,0.49599999189376831
779685558,1,4,1,15290000,123,5.9999998658895493E-2
779686683,1,3,2,2088000,34,0.57499998807907104
779689233,1,1,2,2903000,69,0.460999995470047
779692608,1,3,5,15097000,115,0
779694183,1,2,4,3833000,73,0.76599997282028198
779696883,1,2,4,1825000,31,0.59700000286102295
779701983,1,3,3,4643000,80,0.26399999856948853
779703258,1,3,1,4962000,70,0.67299997806549072
779707308,1,1,2,2229000,53,0.21400000154972076
779709033,1,3,2,3908000,75,0.41999998688697815
779713608,1,1,2,1648000,30,0.45600000023841858
779715108,1,3,3,2920000,74,0.46399998664855957
779722308,2,2,2,1044000,28,0
779725833,1,3,2,4946000,73,0.15099999308586121
779727558,1,2,3,4148000,71,0.59600001573562622
779737233,1,3,2,3971000,66,6.4999997615814209E-2
779739783,1,3,2,3561000,73,7.0000000298023224E-2
779741883,1,1,3,4274000,68,0.33300000429153442
779743908,1,2,2,1196000,30,0
779749908,1,2,3,1350000,32,5.9999998658895493E-2
779751258,1,1,2,8423000,82,0.60799998044967651
779754408,1,2,2,4349000,69,0.85699999332427979
779759058,1,3,2,1736000,40,0.52999997138977051
779765058,1,1,1,3817000,70,8.5000000894069672E-2
779770683,1,3,3,5047000,79,0
779773533,1,1,3,1367000,29,0.33000001311302185
779779083,1,2,1,7872000,103,0
779783508,1,1,3,2564000,56,6.8999998271465302E-2
779791008,1,2,3,1572000,38,0.28400000929832458
779791908,1,3,3,4970000,85,0
779803008,1,2,1,13854000,124,0
779804208,1,2,0,1371000,39,0
779805408,1,1,1,8217000,99,0
779808333,1,1,2,15530000,110,0.21400000154972076
779809908,1,2,2,12739000,96,0
779811183,1,1,2,1581000,30,0.51999998092651367
779833908,1,2,1,4095000,67,7.5000002980232239E-2
779837808,1,4,3,5012000,85,0.48199999332427979
779839758,1,2,3,4634000,92,0
779841483,2,3,3,2238000,36,0.10999999940395355
779844408,2,3,3,2137000,40,0
779848383,2,2,2,2348000,47,0.32300001382827759
779852133,1,2,4,3093000,66,6.1000000685453415E-2
779856483,1,1,2,3368000,69,0
779858058,1,1,3,4530000,72,0
779859558,2,2,4,2398000,29,0.41299998760223389
779862408,1,1,0,1087000,33,7.4000000953674316E-2
779863533,1,2,0,1680000,32,0
779866458,1,1,1,3513000,67,0.38899999856948853
779870883,1,2,1,3746000,68,0.3880000114440918
779873508,1,3,4,3607000,60,0.57999998331069946
779877858,1,3,2,4428000,80,0.64499998092651367
779882508,1,3,4,3364000,69,0
779883933,1,3,2,1596000,34,0.17499999701976776
779885358,1,1,2,4587000,82,6.8000003695487976E-2
779888658,1,1,1,1426000,38,0.12600000202655792
779890833,1,1,1,4866000,65,0
779895108,1,1,4,1711000,36,0.7929999828338623
779900808,1,3,2,14950000,94,0
779905008,2,2,1,2660000,41,0
779906658,1,2,4,3142000,62,6.3000001013278961E-2
779912283,1,3,2,1172000,38,0.17100000381469727
779914383,1,2,2,14719000,116,0.15600000321865082
779916408,1,3,2,4934000,70,0
779920533,1,3,2,15199000,96,0.66500002145767212
779922183,1,2,2,4758000,81,0.87900000810623169
779925033,1,3,4,2807000,60,0.65700000524520874
779926608,1,2,1,4697000,82,0
779931783,2,3,3,2213000,47,0
779942808,1,2,1,4482000,74,0
779945508,1,2,2,3808000,81,0.53600001335144043
779947908,1,3,1,4327000,66,0.43500000238418579
779951058,1,2,4,1908000,39,0.32100000977516174
779954658,1,3,3,4714000,82,0
779956608,1,1,3,1555000,32,0
779961408,1,4,2,4854000,74,0.42800000309944153
779974758,1,3,3,3203000,54,0.10000000149011612
779978283,1,2,1,4428000,78,0
779980758,1,2,0,4744000,73,0.47699999809265137
779993208,1,3,3,1475000,27,0
779995833,1,2,4,3557000,64,0.17200000584125519
779998083,1,2,3,4069000,66,0.22400000691413879
780000258,1,2,5,4172000,84,0
780006783,2,2,2,3109000,48,0
780008358,2,6,2,2598000,47,0
780019908,1,3,2,4657000,82,0.29699999094009399
780025908,1,2,2,1293000,31,0.17800000309944153
780032208,2,3,3,2223000,47,0
780034083,1,2,2,4604000,86,0
780036483,1,5,2,3928000,69,0.86299997568130493
780038058,2,2,5,2283000,46,0
780040758,1,3,2,1999000,50,0.69800001382827759
780042633,2,2,2,7432000,64,0
780045708,1,2,2,4259000,79,7.9999998211860657E-2
780052008,1,2,2,3883000,68,4.6999998390674591E-2
780054258,1,2,3,1367000,35,6.8999998271465302E-2
780055308,1,1,3,4482000,54,0
780056733,1,6,3,2627000,63,0.29800000786781311
780064983,1,1,3,7665000,86,2.7000000700354576E-2
780067158,2,3,3,1907000,47,0.63400000333786011
780068283,1,3,3,3822000,69,0.48800000548362732
780070833,1,2,2,1617000,29,0.82999998331069946
780073158,1,1,1,4455000,85,0.30300000309944153
780074733,1,3,3,4518000,72,0.85100001096725464
780076833,1,1,2,4088000,66,0.12099999934434891
780078333,1,2,2,1193000,26,0.1120000034570694
780079833,1,3,4,14728000,126,0.21600000560283661
780086658,2,2,4,2060000,39,0
780089658,1,2,3,5638000,86,0.21799999475479126
780094008,1,3,1,1624000,40,8.6999997496604919E-2
780095808,1,2,1,1053000,31,0.64499998092651367
780097533,1,1,2,15148000,111,0
780100533,1,2,4,3586000,67,9.0000003576278687E-2
780105483,2,4,4,2799000,49,0.22200000286102295
780106908,1,2,2,1379000,26,0.12200000137090683
780108408,1,3,1,7745000,82,3.9999999105930328E-2
780114558,1,1,3,12535000,118,0.57099997997283936
780118158,1,2,4,15656000,124,0.67500001192092896
780126033,2,1,5,2082000,54,9.4999998807907104E-2
780143283,2,3,3,2678000,37,0.92500001192092896
780146658,2,2,4,1633000,32,0.66299998760223389
780168333,1,2,3,3450000,83,6.8999998271465302E-2
780180033,1,1,1,4397000,86,0
780197133,1,1,1,3699000,67,9.0999998152256012E-2
780198258,1,2,1,1099000,39,0.21899999678134918
780199233,1,1,1,4478000,87,7.4000000953674316E-2
780200208,1,2,2,8777000,112,0.14000000059604645
780201633,2,3,2,2189000,51,0.20399999618530273
780202908,1,3,4,2833000,70,0.21600000560283661
780203883,1,3,2,4375000,73,0
780206958,1,2,2,4228000,70,0.35699999332427979
780219483,1,2,1,1339000,28,0.46299999952316284
780222408,1,3,2,4444000,83,0.63700002431869507
780230208,1,3,0,4766000,75,0.60000002384185791
780237033,1,1,3,1539000,35,0.57899999618530273
780241758,1,2,4,3527000,59,0.6380000114440918
780251658,1,1,4,2395000,57,0.34599998593330383
780253533,1,3,0,1631000,31,0.65100002288818359
780265458,1,2,2,4466000,85,0.40799999237060547
780272208,1,2,3,4139000,69,0.59700000286102295
780276258,1,2,3,1452000,37,7.5000002980232239E-2
780277458,1,2,3,4503000,89,0.86699998378753662
780289308,2,3,4,2418000,57,0
780292683,2,4,4,984000,24,9.6000000834465027E-2
780307233,1,2,3,3521000,58,0.76499998569488525
780322908,1,2,3,4431000,67,0.27799999713897705
780326883,1,3,3,2165000,61,0.12700000405311584
780336258,1,3,2,4528000,75,0.49900001287460327
780338733,1,1,2,5102000,83,0.34099999070167542
780349833,1,1,3,15236000,120,0
780360558,1,2,2,4698000,87,0
780371433,1,3,3,4725000,83,0.6029999852180481
780372408,1,2,2,4317000,69,0.17399999499320984
780373233,1,3,0,4985000,90,0.67799997329711914
780374133,1,3,3,2413000,48,0.30000001192092896
780376683,1,3,1,1827000,24,0.13500000536441803
780378633,1,3,4,3412000,71,0.1550000011920929
780382008,1,3,2,3774000,63,0.10100000351667404
780383358,1,1,0,4683000,72,0.13199999928474426
780384483,2,2,2,5481000,58,0.32100000977516174
780390108,1,1,2,5079000,81,0.31099998950958252
780416433,1,1,3,2169000,38,8.3999998867511749E-2
780450708,2,3,2,4864000,48,0
780462183,1,5,2,4026000,67,0.59799998998641968
780466533,1,3,0,1873000,52,7.8000001609325409E-2
780481308,1,2,2,1567000,33,0.14599999785423279
780496833,2,2,2,2122000,44,0
780497958,1,3,3,7996000,99,0.12700000405311584
780511683,2,3,3,7869000,76,0.05299999937415123
780529908,1,3,2,5098000,79,0.65799999237060547
780545133,1,3,1,7333000,91,0.21600000560283661
780551733,1,2,3,12592000,117,0.12700000405311584
780557658,1,3,2,1395000,37,0
780567408,1,1,2,3912000,77,0.55199998617172241
780581508,1,2,4,1410000,37,9.4999998807907104E-2
780584658,2,2,2,2077000,61,0.70200002193450928
780588258,1,2,2,14567000,120,0.43399998545646667
780598383,1,3,2,2167000,65,0.71899998188018799
780602733,1,2,3,3221000,66,0.15600000321865082
780604083,1,2,2,16422000,110,6.5999999642372131E-2
780605508,1,1,3,1170000,23,0.49700000882148743
780612558,1,3,3,3421000,55,0.92699998617172241
780613758,1,3,5,17093000,111,0
780620883,1,1,3,7381000,98,0.18400000035762787
780633483,1,2,1,4962000,81,0.59299999475479126
780638958,1,2,1,4483000,77,0.75
780653208,1,4,2,3784000,55,0.7630000114440918
780657708,1,3,3,3520000,69,0
780660183,2,3,2,2613000,46,0
780662133,1,3,5,1534000,35,0.77300000190734863
780664758,1,1,2,4532000,95,0.34099999070167542
780670083,2,2,3,2596000,48,0
780684933,1,1,3,4887000,69,0.58399999141693115
780686358,1,1,1,3798000,58,0.57999998331069946
780688383,1,2,3,3534000,56,0
780689733,1,2,2,2758000,56,5.6000001728534698E-2
780704358,1,3,0,4014000,73,0
780707733,1,3,2,6832000,87,6.1000000685453415E-2
780710433,1,2,2,4241000,77,0
780713058,1,3,3,3490000,69,0.11100000143051147
780715683,1,1,3,3582000,69,0
780717483,1,3,3,4755000,58,0.10300000011920929
780720258,2,2,3,2684000,39,0.72100001573562622
780727833,1,4,3,4526000,95,0.77899998426437378
780730008,1,2,2,13627000,120,0.21600000560283661
780747033,1,1,3,4149000,66,0.25699999928474426
780769308,1,3,2,7685000,85,0.58099997043609619
780790008,1,3,2,3967000,69,0.38600000739097595
780814158,1,4,2,4577000,81,0.35699999332427979
780833058,1,3,2,3835000,60,0.86699998378753662
780865308,1,3,2,4542000,86,0.17000000178813934
780881358,1,3,2,2551000,74,0
780897858,1,3,3,3770000,76,0.27900001406669617
780913308,1,2,0,1510000,42,0.18299999833106995
780942633,1,1,3,3552000,68,0.37999999523162842
780971583,1,2,2,3772000,62,0.39500001072883606
780984408,1,3,3,4070000,63,0.26100000739097595
780998133,1,4,4,1980000,45,0.14100000262260437
781013958,1,2,2,1344000,37,0.34700000286102295
781073733,1,3,3,4793000,88,0
781089708,1,1,2,2495000,46,4.8000000417232513E-2
781110408,1,3,2,5048000,75,0
781117533,1,3,2,2823000,61,0
781131483,1,1,4,2170000,51,0.33000001311302185
781137783,2,3,4,2478000,43,7.9000003635883331E-2
781143933,1,3,3,5006000,76,0.57300001382827759
781171908,1,3,1,9497000,106,0.49799999594688416
781183233,1,1,1,3805000,79,0.73299998044967651
781297983,1,2,3,3525000,78,5.9000000357627869E-2
781306758,2,2,4,1844000,49,0.81400001049041748
781320783,2,2,3,2529000,43,0
781326483,1,1,2,2457000,58,0
781337658,1,1,2,5532000,85,0.62000000476837158
781391058,1,3,2,1991000,38,0.95300000905990601
781675983,1,5,1,4706000,84,0.82400000095367432
781794708,2,1,3,715000,25,0.1120000034570694
781923483,1,3,4,2309000,62,0.70499998331069946
781926633,1,3,3,4675000,88,0.78600001335144043
781930233,1,1,1,4717000,70,0.79400002956390381
781933983,1,3,4,2970000,76,0
781942983,1,3,1,5010000,88,0
782437008,1,2,4,4717000,83,0.7839999794960022
782548758,1,2,3,5668000,82,0.62300002574920654
782555058,1,2,3,4432000,92,0.59500002861022949
782802033,2,2,2,2108000,55,0.43200001120567322
783020958,1,6,4,1836000,46,4.3000001460313797E-2
783070833,1,2,3,4408000,86,0.76800000667572021
783121008,1,2,3,8285000,106,0.1550000011920929
783361533,1,3,2,14954000,112,3.5000000149011612E-2
783364233,1,2,3,1798000,45,0
783366483,1,3,3,3242000,74,9.3000002205371857E-2
783381933,1,1,3,3512000,63,0.55800002813339233
783387783,1,5,3,1647000,53,0.18500000238418579
783393633,1,4,3,4256000,78,0
783500283,1,3,2,5041000,74,4.1999999433755875E-2
783542133,1,6,2,2093000,42,0.8059999942779541
783554958,1,1,0,1368000,30,0
783561558,1,2,3,1918000,61,0
783573408,1,1,2,5267000,83,0.82999998331069946
783625008,1,2,2,3444000,71,0
783910008,1,2,2,2002000,60,0.51499998569488525
784263558,1,3,3,3184000,61,0
784560258,1,2,0,3937000,63,5.7000000029802322E-2
784719708,1,1,1,1707000,41,0
784725333,1,2,1,931000,18,0.15199999511241913
784734258,1,2,2,4060000,55,0.33100000023841858
784789758,1,3,0,3966000,74,0.49000000953674316
784795083,1,1,3,4794000,73,0
784798683,1,2,2,1999000,39,0
784819758,1,1,2,7850000,94,0.24799999594688416
784827108,1,3,2,4043000,72,0.80199998617172241
784868958,1,2,1,13939000,138,0.14300000667572021
784880958,1,3,1,3776000,84,0.41800001263618469
784891458,1,3,3,1502000,34,7.5000002980232239E-2
784895358,2,3,3,2870000,49,0
784907658,1,1,2,14463000,119,0.51099997758865356
784994883,1,2,2,4746000,75,0.94499999284744263
784998108,1,3,2,4203000,76,0
785011383,2,3,4,1412000,38,0
785024808,1,2,3,4464000,83,0.63200002908706665
785038908,1,1,4,17119000,124,0.18199999630451202
785055108,1,2,4,3889000,60,0.10599999874830246
785080308,1,3,3,2344000,48,0
785106933,1,2,3,4505000,71,0.33399999141693115
785114808,1,2,2,1419000,30,0
785119833,1,3,3,3391000,54,5.9999998658895493E-2
785134758,1,2,4,4077000,77,0
785218458,1,1,3,4333000,77,0.91100001335144043
785230083,1,2,1,4905000,80,0.70800000429153442
785237958,2,3,3,2661000,35,0
785262333,2,4,3,2225000,45,0.31700000166893005
785285883,2,3,4,2622000,53,0
785311158,1,1,4,3328000,69,0.14000000059604645
785328408,1,2,3,2013000,41,0.67100000381469727
785351133,1,3,3,4518000,81,0
785387883,1,3,3,1594000,47,0.40700000524520874
785410158,1,3,3,4172000,65,0
785432733,1,3,3,966000,22,0
785487783,1,2,0,5350000,96,0.71200001239776611
785500533,1,2,2,4064000,66,0.7630000114440918
785515533,1,3,1,8947000,93,0.24899999797344208
785529708,1,2,2,4333000,70,0
786087633,1,1,0,1650000,34,0.90600001811981201
786097158,1,3,2,8575000,92,0.17700000107288361
786480183,1,2,5,3626000,69,0
786493908,1,3,3,3347000,64,0
786509358,1,1,4,2051000,36,0.42399999499320984
786536808,1,3,1,3928000,82,0
786546783,1,2,0,4457000,79,0
786557358,1,2,4,1424000,37,0.2460000067949295
786566733,1,3,5,3764000,64,0.24099999666213989
787226508,1,3,3,7192000,82,6.3000001013278961E-2
787231233,1,3,2,2421000,63,0.05000000074505806
787261008,1,3,4,4446000,75,0.27399998903274536
787268733,1,1,2,4535000,85,0.61699998378753662
787284858,1,1,2,1745000,27,0.52499997615814209
787291308,1,2,4,4389000,79,0.40400001406669617
787301208,1,1,1,3763000,74,0
787339158,2,6,3,2361000,41,0
787348608,1,2,3,1227000,15,0.46000000834465027
787361583,1,2,3,2204000,60,0.1550000011920929
787430733,1,3,2,1706000,27,0.5220000147819519
787438983,1,2,2,1652000,37,0.36500000953674316
787441383,1,1,2,3989000,62,0.7160000205039978
787450758,1,3,1,4712000,88,0
787452333,2,2,1,2870000,36,0
787454133,1,2,3,4776000,82,0
787456608,1,2,2,1678000,37,0.39300000667572021
787457883,1,3,2,4324000,89,0.65700000524520874
787458783,1,3,2,4784000,83,0.70200002193450928
787460883,2,3,4,1234000,34,0
787463508,2,2,4,1027000,20,0.97600001096725464
787464408,1,2,2,1184000,29,0
787466808,1,2,3,5329000,82,0.83600002527236938
787467858,1,1,3,4081000,54,5.9000000357627869E-2
787472283,1,2,2,3918000,78,6.4000003039836884E-2
787475433,1,2,3,4855000,69,0.12999999523162842
787480158,1,2,0,1555000,39,0.65700000524520874
787481208,1,3,1,5006000,78,0.64899998903274536
787482033,2,5,3,2251000,27,0
787488108,1,4,4,1970000,51,0.13699999451637268
787489083,1,2,4,1887000,32,0.11800000071525574
787491483,1,2,3,3455000,80,3.7999998778104782E-2
787492908,1,3,2,4357000,73,3.9000000804662704E-2
787493808,2,2,2,2396000,49,0.91900002956390381
787494783,1,3,2,2140000,49,0.14699999988079071
787496733,1,1,1,7724000,79,8.5000000894069672E-2
787500333,1,1,3,2030000,58,0.16200000047683716
787501758,1,2,1,4188000,68,0.3059999942779541
787502883,1,2,1,7443000,98,4.5000001788139343E-2
787504158,1,3,2,1755000,42,0.86799997091293335
787505133,2,2,3,2595000,49,0.14100000262260437
787506558,1,1,1,4509000,71,6.4999997615814209E-2
787507833,1,2,1,4507000,63,0.54400002956390381
787509408,1,3,2,2595000,56,0
787513533,1,3,3,3344000,54,0.66900002956390381
787514433,1,3,3,5075000,71,0.5429999828338623
787515333,2,2,3,820000,21,0.31799998879432678
787516908,1,3,3,1880000,58,0.69199997186660767
787518258,2,3,3,9192000,77,0
787519683,1,2,2,4727000,78,0.75
787523283,1,2,5,2291000,56,5.2000001072883606E-2
787529583,2,2,3,2561000,61,0
787532808,1,3,3,3293000,66,0.13600000739097595
787536933,1,2,3,4768000,80,0
787539333,1,2,3,7973000,88,0.3449999988079071
787541883,1,3,3,1120000,27,0
787543008,1,3,4,2349000,61,0.43999999761581421
787547208,1,3,4,1852000,62,0.23299999535083771
787550808,1,1,2,1422000,26,0.12800000607967377
787557258,1,3,2,4957000,78,0
787558683,1,5,2,4234000,74,0.335999995470047
787563858,1,2,3,3553000,63,7.9999998211860657E-2
787565433,1,2,4,1494000,36,0.34599998593330383
787568433,1,1,3,4518000,79,0.12800000607967377
787570758,1,3,4,2070000,44,0.54199999570846558
787573683,1,2,2,4189000,74,0.50300002098083496
787578183,1,3,2,3204000,68,0
787581858,1,2,4,3612000,59,0.46799999475479126
787584108,1,2,3,1097000,33,0.58700001239776611
787587033,1,1,2,4463000,87,0.66500002145767212
787591008,1,1,1,4955000,83,0.5220000147819519
787593558,1,3,0,3740000,55,0.49500000476837158
787595658,1,1,1,1104000,31,0.16099999845027924
787596558,1,2,1,4748000,85,0.1379999965429306
787599258,1,1,2,1175000,34,0.17800000309944153
787605558,1,2,2,3489000,81,0
787617483,1,2,4,4335000,76,0.58700001239776611
787621158,1,3,3,2187000,59,7.9000003635883331E-2
787623858,1,2,0,1215000,45,5.6000001728534698E-2
787638408,1,4,4,4161000,74,0.24699999392032623
787643658,1,1,4,1422000,30,0.17299999296665192
787655058,1,2,3,4254000,85,0.73000001907348633
787659483,1,2,2,4223000,60,0.55699998140335083
787665258,2,2,2,2393000,36,0
787669233,1,3,2,3435000,76,2.9999999329447746E-2
787685658,1,3,2,1448000,30,0.61599999666213989
787723758,1,1,2,14235000,101,0.40700000524520874
787747308,2,3,2,2494000,39,0.72600001096725464
787770858,1,2,3,3889000,81,9.3000002205371857E-2
787800108,1,1,2,1903000,39,0.82999998331069946
787833333,1,1,2,1571000,38,0.20299999415874481
787849833,1,2,0,4205000,75,0.12399999797344208
787868958,1,3,3,2746000,68,6.7000001668930054E-2
787909158,1,3,2,9523000,105,0.12800000607967377
787918158,1,2,4,4106000,66,0.51700001955032349
787921383,2,4,4,1461000,43,6.7000001668930054E-2
787937058,1,2,2,1291000,24,0.13500000536441803
787974108,2,2,2,2374000,40,0.44200000166893005
787983633,1,1,3,2072000,33,0.79000002145767212
787999533,1,2,2,3595000,68,0.37999999523162842
788019483,1,1,3,14515000,122,0.20900000631809235
788030208,2,2,3,1904000,42,0.18700000643730164
788038383,1,2,2,2440000,48,0.60000002384185791
788095158,2,3,3,2623000,39,0
788107683,1,2,3,1814000,43,0.24799999594688416
788122533,1,2,2,1336000,32,0
788132208,1,2,1,5070000,70,0.50400000810623169
788142483,1,3,1,4699000,73,3.7000000476837158E-2
788159433,1,1,2,3855000,70,3.5999998450279236E-2
788194458,1,3,3,1843000,35,0.77100002765655518
788199858,1,3,1,5758000,87,0.375
788210583,1,3,4,1843000,49,0
